ORDER	LATENCY	ABS
1151	6957	9854530
1152	6376	9860906
1153	6166	9867072
1154	6121	9873193
1155	6075	9879268
1156	6253	9885521
1157	6278	9891799
1158	6447	9898246
1159	7055	9905301
1160	7189	9912490
1161	6692	9919182
1162	8005	9927187
1163	6392	9933579
1164	6708	9940287
1165	6313	9946600
1166	7102	9953702
1167	7575	9961277
1168	6239	9967516
1169	6377	9973893
1170	6360	9980253
1171	11247	9991500
1172	6390	9997890
1173	6882	10004772
1174	6508	10011280
1175	6813	10018093
1176	6621	10024714
1177	6638	10031352
1178	6677	10038029
1179	6671	10044700
1180	6454	10051154
1181	6308	10057462
1182	6416	10063878
1183	7216	10071094
1184	6346	10077440
1185	7387	10084827
1186	6583	10091410
1187	6985	10098395
1188	7033	10105428
1189	6188	10111616
1190	6451	10118067
1191	6746	10124813
1192	6708	10131521
1193	6721	10138242
1194	14551	10152793
1195	6676	10159469
1196	6672	10166141
1197	7154	10173295
1198	6855	10180150
1199	6635	10186785
1200	6900	10193685
1201	6402	10200087
1202	6753	10206840
1203	6346	10213186
1204	7417	10220603
1205	6281	10226884
1206	6895	10233779
1207	7985	10241764
1208	8732	10250496
1209	6923	10257419
1210	7421	10264840
1211	8024	10272864
1212	6189	10279053
1213	6562	10285615
1214	7174	10292789
1215	6517	10299306
1216	6917	10306223
1217	6497	10312720
1218	6461	10319181
1219	7346	10326527
1220	7470	10333997
1221	6563	10340560
1222	7486	10348046
1223	7830	10355876
1224	8222	10364098
1225	6851	10370949
1226	7278	10378227
1227	6699	10384926
1228	6468	10391394
1229	6477	10397871
1230	6556	10404427
1231	7181	10411608
1232	7137	10418745
1233	6456	10425201
1234	6688	10431889
1235	6710	10438599
1236	9330	10447929
1237	10851	10458780
1238	10833	10469613
1239	11903	10481516
1240	13971	10495487
1241	10836	10506323
1242	11810	10518133
1243	10655	10528788
1244	9763	10538551
1245	7773	10546324
1246	6637	10552961
1247	7142	10560103
1248	6909	10567012
1249	8462	10575474
1250	7399	10582873
1251	6863	10589736
1252	7445	10597181
1253	6834	10604015
1254	6540	10610555
1255	7982	10618537
1256	9872	10628409
1257	10074	10638483
1258	8824	10647307
1259	8189	10655496
1260	9873	10665369
1261	6561	10671930
1262	8156	10680086
1263	7159	10687245
1264	7108	10694353
1265	11146	10705499
1266	6939	10712438
1267	6907	10719345
1268	6674	10726019
1269	7078	10733097
1270	8126	10741223
1271	7555	10748778
1272	7821	10756599
1273	6513	10763112
1274	6218	10769330
1275	6336	10775666
1276	7688	10783354
1277	6962	10790316
1278	7491	10797807
1279	7226	10805033
1280	6787	10811820
1281	6497	10818317
1282	6421	10824738
1283	8350	10833088
1284	6548	10839636
1285	6340	10845976
1286	7991	10853967
1287	6739	10860706
1288	7265	10867971
1289	6448	10874419
1290	6784	10881203
1291	6075	10887278
1292	7483	10894761
1293	6759	10901520
1294	7052	10908572
1295	6587	10915159
1296	6470	10921629
1297	13154	10934783
1298	7104	10941887
1299	7141	10949028
1300	6513	10955541
1301	7151	10962692
1302	6622	10969314
1303	6474	10975788
1304	6753	10982541
1305	7966	10990507
1306	7116	10997623
1307	6956	11004579
1308	7083	11011662
1309	7272	11018934
1310	6843	11025777
1311	6982	11032759
1312	6549	11039308
1313	7091	11046399
1314	7764	11054163
1315	8118	11062281
1316	7041	11069322
1317	7274	11076596
1318	6683	11083279
1319	6395	11089674
1320	6422	11096096
1321	7671	11103767
1322	8061	11111828
1323	8592	11120420
1324	6987	11127407
1325	6890	11134297
1326	7608	11141905
1327	6876	11148781
1328	7290	11156071
1329	9860	11165931
1330	8831	11174762
1331	7947	11182709
1332	9498	11192207
1333	7155	11199362
1334	7834	11207196
1335	7300	11214496
1336	7080	11221576
1337	7027	11228603
1338	7442	11236045
1339	6983	11243028
1340	7863	11250891
1341	7071	11257962
1342	6592	11264554
1343	6502	11271056
1344	6542	11277598
1345	6769	11284367
1346	6496	11290863
1347	6761	11297624
1348	6608	11304232
1349	7520	11311752
1350	7953	11319705
1351	7873	11327578
1352	8224	11335802
1353	8639	11344441
1354	8164	11352605
1355	8320	11360925
1356	7310	11368235
1357	6735	11374970
1358	8019	11382989
1359	7353	11390342
1360	19173	11409515
1361	8848	11418363
1362	14504	11432867
1363	8420	11441287
1364	6892	11448179
1365	7619	11455798
1366	6993	11462791
1367	7006	11469797
1368	16706	11486503
1369	13585	11500088
1370	10315	11510403
1371	18272	11528675
1372	23653	11552328
1373	9065	11561393
1374	10573	11571966
1375	9270	11581236
1376	13462	11594698
1377	8403	11603101
1378	23434	11626535
1379	9711	11636246
1380	8342	11644588
1381	8352	11652940
1382	16326	11669266
1383	8267	11677533
1384	10970	11688503
1385	7909	11696412
1386	7978	11704390
1387	8175	11712565
1388	8242	11720807
1389	8887	11729694
1390	8423	11738117
1391	9741	11747858
1392	15064	11762922
1393	17354	11780276
1394	8262	11788538
1395	8273	11796811
1396	8155	11804966
1397	8105	11813071
1398	9182	11822253
1399	8296	11830549
1400	8613	11839162
1401	8572	11847734
1402	8358	11856092
1403	9106	11865198
1404	8750	11873948
1405	8807	11882755
1406	8941	11891696
1407	8500	11900196
1408	7948	11908144
1409	8304	11916448
1410	8106	11924554
1411	8455	11933009
1412	8139	11941148
1413	7071	11948219
1414	19379	11967598
1415	12113	11979711
1416	12158	11991869
1417	10649	12002518
1418	9652	12012170
1419	8948	12021118
1420	10966	12032084
1421	13344	12045428
1422	13458	12058886
1423	9137	12068023
1424	18996	12087019
1425	9627	12096646
1426	13780	12110426
1427	11141	12121567
1428	8969	12130536
1429	19125	12149661
1430	11138	12160799
1431	12244	12173043
1432	9723	12182766
1433	8564	12191330
1434	9107	12200437
1435	8806	12209243
1436	8243	12217486
1437	8189	12225675
1438	9218	12234893
1439	8572	12243465
1440	8250	12251715
1441	8749	12260464
1442	8670	12269134
1443	8901	12278035
1444	8337	12286372
1445	8061	12294433
1446	10042	12304475
1447	8996	12313471
1448	8044	12321515
1449	7724	12329239
1450	10108	12339347
1451	8225	12347572
1452	8722	12356294
1453	8140	12364434
1454	9758	12374192
1455	9101	12383293
1456	8697	12391990
1457	8885	12400875
1458	8282	12409157
1459	9112	12418269
1460	10021	12428290
1461	8226	12436516
1462	8297	12444813
1463	9427	12454240
1464	9193	12463433
1465	7209	12470642
1466	8495	12479137
1467	8872	12488009
1468	8303	12496312
1469	9031	12505343
1470	9156	12514499
1471	10172	12524671
1472	8240	12532911
1473	8126	12541037
1474	7917	12548954
1475	8307	12557261
1476	6678	12563939
1477	6763	12570702
1478	6918	12577620
1479	7772	12585392
1480	9504	12594896
1481	9736	12604632
1482	7474	12612106
1483	12155	12624261
1484	9989	12634250
1485	9868	12644118
1486	8548	12652666
1487	7012	12659678
1488	9864	12669542
1489	9636	12679178
1490	8424	12687602
1491	8598	12696200
1492	11812	12708012
1493	6939	12714951
1494	7848	12722799
1495	9049	12731848
1496	6876	12738724
1497	7188	12745912
1498	7957	12753869
1499	8166	12762035
1500	9223	12771258
1501	7561	12778819
1502	8244	12787063
