ORDER	LATENCY	ABS
728	12860423	5218102583
729	12866133	5230968716
730	12886863	5243855579
731	12896585	5256752164
732	12925494	5269677658
733	12940303	5282617961
734	12950024	5295567985
735	13241476	5308809461
736	13246650	5322056111
737	13261419	5335317530
738	13275527	5348593057
739	13295069	5361888126
740	13302378	5375190504
741	13318102	5388508606
742	13334638	5401843244
743	13344648	5415187892
744	13357073	5428544965
745	13370108	5441915073
746	13382191	5455297264
747	13404408	5468701672
748	13410712	5482112384
749	13423471	5495535855
750	13436282	5508972137
751	13451650	5522423787
752	13466440	5535890227
753	13482649	5549372876
754	13496016	5562868892
755	13511064	5576379956
756	13526364	5589906320
757	13540491	5603446811
758	13553638	5617000449
759	13567591	5630568040
760	13582176	5644150216
761	13596479	5657746695
762	13614736	5671361431
763	13626013	5684987444
764	13639861	5698627305
765	13653157	5712280462
766	13666446	5725946908
767	13680522	5739627430
768	13694389	5753321819
769	13708031	5767029850
770	13720572	5780750422
771	13734588	5794485010
772	13749633	5808234643
773	13763273	5821997916
774	13776397	5835774313
775	13790469	5849564782
776	13802970	5863367752
777	13815052	5877182804
778	13828846	5891011650
779	13840012	5904851662
780	13854693	5918706355
781	13864317	5932570672
782	13884283	5946454955
783	13890813	5960345768
784	13902879	5974248647
785	13916288	5988164935
786	13929065	6002094000
787	13941767	6016035767
788	13954572	6029990339
789	13965381	6043955720
790	13974902	6057930622
791	13995086	6071925708
792	13993138	6085918846
793	14022751	6099941597
794	14047726	6113989323
795	14068866	6128058189
796	14094761	6142152950
797	14123643	6156276593
798	14154035	6170430628
799	14175233	6184605861
800	14208304	6198814165
801	14238496	6213052661
802	14258898	6227311559
803	14275791	6241587350
804	14300977	6255888327
805	14336637	6270224964
806	14361051	6284586015
807	14386561	6298972576
808	14406156	6313378732
809	14427841	6327806573
810	14452182	6342258755
811	14477104	6356735859
812	14508082	6371243941
813	14535117	6385779058
814	14553255	6400332313
815	14569397	6414901710
816	14582393	6429484103
817	14595566	6444079669
818	14612525	6458692194
819	14629336	6473321530
820	14647683	6487969213
821	14663552	6502632765
822	14684037	6517316802
823	14701085	6532017887
824	14712640	6546730527
825	14732552	6561463079
826	14746792	6576209871
827	14760039	6590969910
828	14768605	6605738515
829	14794214	6620532729
830	14811240	6635343969
831	14832486	6650176455
832	14848251	6665024706
833	14861231	6679885937
834	14880400	6694766337
835	14910478	6709676815
836	14914612	6724591427
837	14930275	6739521702
838	14948952	6754470654
839	14973881	6769444535
840	14985522	6784430057
841	15005799	6799435856
842	15041387	6814477243
843	15066283	6829543526
844	15110327	6844653853
845	15108431	6859762284
846	15106539	6874868823
847	15123965	6889992788
848	15142530	6905135318
849	15155753	6920291071
850	15172191	6935463262
851	15189255	6950652517
852	15201395	6965853912
853	15221030	6981074942
854	15235498	6996310440
855	15249611	7011560051
856	15260634	7026820685
857	15268086	7042088771
858	15277534	7057366305
859	15287613	7072653918
860	15294135	7087948053
861	15303863	7103251916
862	15312500	7118564416
863	15322248	7133886664
864	15333880	7149220544
865	15346050	7164566594
866	15355808	7179922402
867	15364349	7195286751
868	15373465	7210660216
869	15383363	7226043579
870	15393216	7241436795
871	15402315	7256839110
872	15413954	7272253064
873	15425375	7287678439
874	15435186	7303113625
875	15446277	7318559902
876	15457156	7334017058
877	15467256	7349484314
878	15476215	7364960529
879	15485239	7380445768
880	15494558	7395940326
881	15506444	7411446770
882	15513395	7426960165
883	15521804	7442481969
884	15531267	7458013236
885	15540081	7473553317
886	15549121	7489102438
887	15558187	7504660625
888	15568406	7520229031
889	15575682	7535804713
890	15584065	7551388778
891	15592810	7566981588
892	15601162	7582582750
893	15609268	7598192018
894	15617485	7613809503
895	15625922	7629435425
896	15633246	7645068671
897	15641146	7660709817
898	15649112	7676358929
899	15657641	7692016570
900	15666910	7707683480
901	15674360	7723357840
902	15683158	7739040998
903	15692316	7754733314
904	15700271	7770433585
905	15707656	7786141241
906	15716364	7801857605
907	15724818	7817582423
908	15733181	7833315604
909	15741671	7849057275
910	15749974	7864807249
911	15759058	7880566307
912	15861244	7896427551
913	15859440	7912286991
914	15857545	7928144536
915	15855650	7944000186
916	15853779	7959853965
917	15844475	7975698440
918	15842418	7991540858
919	15840376	8007381234
920	15838443	8023219677
921	15836401	8039056078
922	15834388	8054890466
923	15832493	8070722959
924	15838842	8086561801
925	15849481	8102411282
926	15874589	8118285871
927	15882706	8134168577
928	15892493	8150061070
929	15902453	8165963523
930	15912583	8181876106
931	15923536	8197799642
932	15931525	8213731167
933	15944521	8229675688
934	15957062	8245632750
935	15967341	8261600091
936	16055119	8277655210
937	16053193	8293708403
938	16051158	8309759561
939	16049117	8325808678
940	16047220	8341855898
941	16195725	8358051623
942	16242424	8374294047
943	16274351	8390568398
944	16286676	8406855074
945	16288160	8423143234
946	16300515	8439443749
947	16322302	8455766051
948	16335345	8472101396
949	16349242	8488450638
950	16365831	8504816469
951	16377725	8521194194
952	16387244	8537581438
953	16402439	8553983877
954	16421872	8570405749
955	16433894	8586839643
956	16445974	8603285617
957	16448870	8619734487
958	16459690	8636194177
959	16480974	8652675151
960	16513137	8669188288
961	16538155	8685726443
962	16551670	8702278113
963	16575827	8718853940
964	16596465	8735450405
965	16619985	8752070390
966	16621529	8768691919
967	16628264	8785320183
968	16654114	8801974297
969	16678869	8818653166
970	16691811	8835344977
971	16700368	8852045345
972	16715807	8868761152
973	16731789	8885492941
974	16758871	8902251812
975	16776945	8919028757
976	16797054	8935825811
977	16817810	8952643621
978	16843614	8969487235
979	16851774	8986339009
980	16866043	9003205052
981	16876152	9020081204
982	16897760	9036978964
983	16918863	9053897827
984	16934772	9070832599
985	16954280	9087786879
986	16966458	9104753337
987	16990709	9121744046
988	17003122	9138747168
989	17029078	9155776246
990	17045042	9172821288
991	17057681	9189878969
992	17079140	9206958109
993	17095717	9224053826
994	17113678	9241167504
995	17127870	9258295374
996	17144322	9275439696
997	17161588	9292601284
998	17181047	9309782331
999	17199248	9326981579
1000	17218466	9344200045
1001	17238531	9361438576
1002	17257220	9378695796
1003	17275552	9395971348
1004	17294334	9413265682
1005	17312780	9430578462
1006	17330533	9447908995
1007	17349960	9465258955
1008	17367155	9482626110
1009	17385390	9500011500
1010	17401675	9517413175
1011	17415754	9534828929
1012	17429513	9552258442
1013	17443859	9569702301
1014	17458553	9587160854
1015	17474793	9604635647
1016	17482742	9622118389
1017	17487870	9639606259
1018	17493416	9657099675
1019	17498514	9674598189
1020	17506115	9692104304
1021	17512641	9709616945
1022	17519924	9727136869
1023	17529941	9744666810
1024	17539710	9762206520
1025	17554105	9779760625
1026	17565128	9797325753
1027	17578048	9814903801
1028	17581864	9832485665
1029	17595035	9850080700
1030	17606167	9867686867
1031	17618972	9885305839
1032	17631306	9902937145
1033	17642253	9920579398
1034	17651038	9938230436
1035	17658023	9955888459
1036	17666446	9973554905
1037	17675259	9991230164
1038	17681986	10008912150
1039	17693840	10026605990
1040	17700215	10044306205
1041	17709604	10062015809
1042	17718261	10079734070
1043	17728714	10097462784
1044	17735765	10115198549
1045	17743586	10132942135
1046	17750426	10150692561
1047	17757140	10168449701
1048	17768078	10186217779
1049	17774724	10203992503
1050	17786006	10221778509
1051	17796458	10239574967
1052	17799773	10257374740
1053	17804760	10275179500
1054	17812696	10292992196
1055	17822690	10310814886
1056	17821672	10328636558
1057	17834971	10346471529
1058	17844097	10364315626
1059	17855255	10382170881
1060	17870416	10400041297
1061	17892130	10417933427
1062	17905059	10435838486
1063	17915499	10453753985
1064	17926697	10471680682
1065	17936019	10489616701
1066	17946412	10507563113
1067	17962044	10525525157
1068	17968689	10543493846
1069	17977325	10561471171
1070	17987443	10579458614
1071	17998235	10597456849
1072	18009331	10615466180
1073	18019702	10633485882
1074	18030048	10651515930
1075	18041256	10669557186
1076	18054218	10687611404
1077	18067093	10705678497
1078	18080903	10723759400
1079	18090365	10741849765
1080	18102462	10759952227
1081	18113421	10778065648
1082	18126547	10796192195
1083	18138622	10814330817
1084	18148701	10832479518
1085	18160607	10850640125
1086	18171904	10868812029
1087	18182317	10886994346
1088	18194869	10905189215
1089	18205685	10923394900
1090	18218943	10941613843
1091	18231708	10959845551
1092	18243681	10978089232
1093	18254839	10996344071
1094	18266632	11014610703
1095	18277872	11032888575
1096	18290756	11051179331
1097	18301648	11069480979
1098	18313485	11087794464
1099	18327918	11106122382
1100	18339588	11124461970
1101	18350702	11142812672
1102	18361743	11161174415
1103	18372959	11179547374
1104	18384807	11197932181
1105	18395004	11216327185
1106	18405453	11234732638
1107	18413332	11253145970
1108	18418691	11271564661
1109	18422517	11289987178
1110	18428131	11308415309
1111	18433369	11326848678
1112	18442111	11345290789
1113	18454822	11363745611
1114	18453718	11382199329
1115	18458644	11400657973
1116	18463429	11419121402
1117	18471593	11437592995
1118	18473942	11456066937
1119	18472095	11474539032
1120	18471620	11493010652
1121	18472918	11511483570
1122	18477661	11529961231
1123	18483155	11548444386
1124	18492507	11566936893
1125	18496218	11585433111
1126	18503768	11603936879
1127	18511374	11622448253
1128	18517103	11640965356
1129	18526715	11659492071
1130	18529311	11678021382
1131	18536735	11696558117
1132	18544617	11715102734
1133	18553545	11733656279
1134	18561737	11752218016
1135	18568442	11770786458
1136	18576237	11789362695
1137	18583558	11807946253
1138	18590113	11826536366
1139	18595932	11845132298
1140	18601209	11863733507
1141	18606301	11882339808
1142	18611258	11900951066
1143	18622842	11919573908
1144	18626372	11938200280
1145	18634334	11956834614
1146	18652515	11975487129
1147	18650690	11994137819
1148	18658299	12012796118
1149	18673019	12031469137
1150	18687921	12050157058
1151	18707119	12068864177
1152	18717457	12087581634
1153	18728842	12106310476
1154	18743181	12125053657
1155	18754034	12143807691
1156	18761696	12162569387
1157	18769197	12181338584
1158	18776223	12200114807
1159	18782011	12218896818
1160	18791427	12237688245
1161	18799856	12256488101
1162	18806095	12275294196
1163	18811900	12294106096
1164	18818505	12312924601
1165	18826648	12331751249
1166	18835076	12350586325
1167	18840986	12369427311
1168	18849614	12388276925
1169	18863966	12407140891
1170	18866735	12426007626
1171	18877460	12444885086
1172	18885125	12463770211
1173	18892956	12482663167
1174	18900210	12501563377
1175	18910417	12520473794
1176	18917344	12539391138
1177	18924797	12558315935
1178	18931626	12577247561
1179	18942894	12596190455
1180	18954468	12615144923
1181	18962147	12634107070
1182	18971517	12653078587
1183	18974665	12672053252
1184	18982625	12691035877
1185	18993060	12710028937
1186	19001481	12729030418
1187	19008184	12748038602
1188	19016177	12767054779
1189	19023700	12786078479
1190	19032192	12805110671
1191	19039769	12824150440
1192	19049234	12843199674
1193	19060962	12862260636
1194	19090412	12881351048
1195	19100701	12900451749
1196	19107065	12919558814
1197	19121207	12938680021
1198	19131496	12957811517
1199	19141543	12976953060
1200	19151070	12996104130
1201	19161237	13015265367
1202	19169143	13034434510
1203	19178071	13053612581
1204	19184130	13072796711
1205	19194462	13091991173
1206	19208243	13111199416
1207	19225014	13130424430
1208	19234334	13149658764
1209	19242522	13168901286
1210	19251631	13188152917
1211	19259893	13207412810
1212	19275690	13226688500
1213	19273860	13245962360
1214	19279762	13265242122
1215	19288375	13284530497
1216	19295297	13303825794
1217	19302972	13323128766
1218	19308375	13342437141
1219	19318367	13361755508
1220	19328628	13381084136
1221	19337711	13400421847
1222	19347674	13419769521
1223	19357218	13439126739
1224	19367942	13458494681
1225	19378114	13477872795
1226	19388463	13497261258
1227	19398867	13516660125
1228	19416407	13536076532
1229	19419871	13555496403
1230	19430048	13574926451
1231	19438792	13594365243
1232	19445258	13613810501
1233	19452190	13633262691
1234	19458353	13652721044
1235	19469127	13672190171
1236	19476513	13691666684
1237	19483893	13711150577
1238	19492750	13730643327
1239	19504335	13750147662
1240	19516313	13769663975
1241	19524421	13789188396
1242	19545206	13808733602
1243	19543623	13828277225
1244	19543020	13847820245
1245	19549895	13867370140
1246	19557119	13886927259
1247	19566591	13906493850
1248	19573141	13926066991
1249	19580742	13945647733
1250	19585278	13965233011
1251	19592851	13984825862
1252	19598812	14004424674
1253	19609801	14024034475
1254	19614483	14043648958
1255	19620604	14063269562
1256	19626449	14082896011
1257	19633609	14102529620
1258	19638797	14122168417
1259	19647217	14141815634
1260	19657788	14161473422
1261	19664274	14181137696
1262	19671267	14200808963
1263	19680696	14220489659
1264	19687130	14240176789
1265	19693555	14259870344
1266	19699697	14279570041
1267	19708837	14299278878
1268	19717518	14318996396
1269	19726612	14338723008
1270	19737600	14358460608
1271	19746312	14378206920
1272	19753198	14397960118
1273	19762367	14417722485
